id date age minVel slowVel type count correct incorrect corrected dropped percCorrect latency accuracy accuracyLast accuracyMost
10311 20080514 22.8 4 4 ps 48 48 0 0 0 100 357 1.18 1.18 1.14
10311 20080514 22.8 8 1 ps 44 43 0 0 3 100 333 1.08 1.08 1.06
10311 20080514 22.8 8 4 ps 44 43 0 0 3 100 350 1.14 1.14 1.1
10311 20090420 23.0 4 1 ps 48 44 1 0 3 97.8 345 0.99 0.99 0.9
10311 20090420 23.0 4 4 ps 48 43 0 0 5 100 367 1.32 1.32 1.22
10311 20090420 23.0 8 1 ps 43 36 1 0 10 97.3 353 1.07 1.07 0.98
10311 20090420 23.0 8 4 ps 43 36 0 0 11 100 371 1.47 1.46 1.37
10311 20100908 24.41 4 1 ps 48 41 0 0 7 100 303 0.7 0.7 0.57
10311 20100908 24.41 4 4 ps 48 43 2 3 3 95.6 326 0.96 0.96 0.79
10311 20100908 24.41 8 1 ps 43 37 0 0 10 100 312 0.79 0.81 0.66
10311 20100908 24.41 8 4 ps 43 36 1 1 9 97.3 329 1.16 1.58 1.01
10311 20121211 26.66 4 1 ps 48 30 1 0 17 96.8 303 1.48 1.48 1.48
10311 20121211 26.66 4 4 ps 48 31 1 0 16 96.9 320 1.43 1.43 1.32
10311 20121211 26.66 8 1 ps 48 27 1 0 20 96.4 299 1.64 1.64 1.54
10311 20121211 26.66 8 4 ps 48 27 2 0 19 93.1 317 1.63 1.63 1.49
10311 20130819 27.33 4 1 ps 48 38 4 4 6 90.5 311 1.14 1.14 1.12
10311 20130819 27.33 4 4 ps 48 40 3 4 5 93 328 1.38 1.38 1.31
10311 20130819 27.33 8 1 ps 46 36 3 2 8 92.3 301 1.15 1.15 1.09
10311 20130819 27.33 8 4 ps 46 37 2 2 8 94.9 324 1.4 1.4 1.35
10316 20060622 19.800 4 1 ps 47 37 0 0 11 100 316 1.03 1.03 1
10316 20060622 19.800 4 4 ps 47 43 0 0 5 100 330 1.32 1.32 1.1
10316 20060622 19.800 8 1 ps 45 36 0 0 12 100 308 1.2 1.19 1.13
10316 20060622 19.800 8 4 ps 45 36 0 0 12 100 328 1.28 1.27 1.22
10316 20070503 20.783 4 1 ps 48 41 0 0 7 100 301 0.97 0.97 0.76
10316 20070503 20.783 4 4 ps 48 42 0 0 6 100 326 1.31 1.31 0.97
10316 20070503 20.783 8 1 ps 46 40 0 0 7 100 314 1.13 1.13 0.94
10316 20070503 20.783 8 4 ps 46 40 0 0 7 100 334 1.4 1.4 1.13
10316 20080605 21.791 4 1 ps 48 43 0 0 5 100 279 0.91 0.91 0.89
10316 20080605 21.791 4 4 ps 48 44 0 0 4 100 300 1.19 1.19 1.02
10316 20080605 21.791 8 1 ps 48 44 1 1 3 97.8 277 1.03 1.03 1.03
10316 20080605 21.791 8 4 ps 48 45 1 1 2 97.8 297 1.19 1.19 1.14
10316 20090514 22.783 4 1 ps 46 37 1 0 10 97.4 318 0.94 0.94 0.84
10316 20090514 22.783 4 4 ps 46 33 0 0 14 100 351 1.43 1.43 1.19
10316 20090514 22.783 8 1 ps 42 32 0 0 14 100 315 1.18 1.18 1.13
10316 20090514 22.783 8 4 ps 42 32 0 0 14 100 340 1.55 1.55 1.45
10316 20100614 23.791 4 1 ps 35 21 0 0 14 100 327 0.71 0.71 0.62
10316 20100614 23.791 4 4 ps 35 24 0 0 11 100 343 1.2 1.2 0.68
10316 20100614 23.791 8 1 ps 30 26 0 0 7 100 323 0.88 0.88 0.88
10316 20100614 23.791 8 4 ps 30 26 0 0 7 100 348 1.14 1.14 1.13
10316 20120711 25.800 4 1 ps 48 46 0 0 2 100 278 0.72 0.72 0.69
10316 20120711 25.800 4 4 ps 48 46 0 0 2 100 298 0.99 0.99 0.87
10316 20120711 25.800 8 1 ps 47 39 0 0 9 100 279 0.86 0.86 0.83
10316 20120711 25.800 8 4 ps 47 38 0 0 10 100 300 0.99 0.99 0.97
10316 20130730 26.808 4 1 ps 48 47 0 0 1 100 270 0.8 0.8 0.79
10316 20130730 26.808 4 4 ps 48 45 0 0 3 100 290 0.9 0.9 0.86
10316 20130730 26.808 8 1 ps 47 46 0 0 2 100 271 0.76 0.76 0.75
10316 20130730 26.808 8 4 ps 47 46 0 0 2 100 288 0.93 0.93 0.92
10359 20061023 20.33 4 1 ps 36 26 0 0 10 100 330 0.84 0.84 0.68
10359 20061023 20.33 4 4 ps 36 27 1 2 8 96.4 367 1 1 0.69
10359 20061023 20.33 8 1 ps 35 23 0 0 13 100 349 0.89 1.14 0.6
10359 20061023 20.33 8 4 ps 35 24 0 0 12 100 378 1.16 1.41 0.71
10359 20070912 21.16 4 1 ps 48 40 0 0 8 100 375 0.93 0.93 0.9
10359 20070912 21.16 4 4 ps 48 45 0 0 3 100 392 1.24 1.24 1.1
10359 20070912 21.16 8 1 ps 47 37 0 0 11 100 366 1.02 1.02 1
10359 20070912 21.16 8 4 ps 47 40 0 0 8 100 383 1.31 1.31 1.31
10359 20090207 22.791 4 1 ps 48 40 0 0 8 100 380 0.72 0.72 0.69
10359 20090207 22.791 4 4 ps 48 40 1 1 7 97.6 407 0.94 0.94 0.81
10359 20090207 22.791 8 1 ps 48 39 0 0 9 100 382 0.75 0.75 0.72
10359 20090207 22.791 8 4 ps 48 39 0 0 9 100 402 0.88 0.88 0.84
10359 20091217 23.41 4 1 ps 48 47 0 0 1 100 358 0.72 0.72 0.72
10359 20091217 23.41 4 4 ps 48 47 0 0 1 100 376 0.81 0.81 0.81
10359 20091217 23.41 8 1 ps 48 42 0 0 6 100 360 0.72 0.72 0.72
10359 20091217 23.41 8 4 ps 48 42 0 0 6 100 376 0.81 0.81 0.81
10359 20101122 24.41 4 1 ps 48 21 0 0 27 100 352 0.55 0.55 0.45
10359 20101122 24.41 4 4 ps 48 23 1 0 24 95.8 389 0.89 0.89 0.78
10359 20101122 24.41 8 1 ps 44 21 1 0 22 95.5 362 0.63 0.63 0.56
10359 20101122 24.41 8 4 ps 44 23 1 0 21 95.8 385 1.02 1 0.97
10359 20121030 26.33 4 1 ps 48 43 0 0 5 100 364 0.64 0.64 0.64
10359 20121030 26.33 4 4 ps 48 44 0 0 4 100 395 0.71 0.71 0.71
10359 20121030 26.33 8 1 ps 48 42 0 0 6 100 384 0.73 0.73 0.72
10359 20121030 26.33 8 4 ps 48 42 0 0 6 100 403 0.81 0.81 0.8
10359 20131001 27.25 4 1 ps 48 46 0 0 2 100 367 1.21 1.21 1.12
10359 20131001 27.25 4 4 ps 48 45 0 0 3 100 391 1.21 1.21 1.17
10359 20131001 27.25 8 1 ps 47 40 1 0 7 97.6 377 1.2 1.26 1.2
10359 20131001 27.25 8 4 ps 47 40 1 0 7 97.6 396 1.27 1.35 1.27
10385 20061114 18.41 4 1 ps 36 36 0 0 0 100 350 0.77 0.77 0.77
10385 20061114 18.41 4 4 ps 36 36 0 0 0 100 368 0.88 0.88 0.88
10385 20061114 18.41 8 1 ps 36 36 0 0 0 100 350 0.77 0.77 0.77
10385 20061114 18.41 8 4 ps 36 36 0 0 0 100 368 0.88 0.88 0.88
10385 20071114 19.41 4 1 ps 48 46 1 1 1 97.9 389 0.62 0.62 0.62
10385 20071114 19.41 4 4 ps 48 47 1 1 0 97.9 407 0.73 0.73 0.72
10385 20071114 19.41 8 1 ps 46 44 0 0 4 100 401 0.63 0.63 0.6
10385 20071114 19.41 8 4 ps 46 45 0 0 3 100 419 0.74 0.74 0.71
10385 20081217 20.50 4 1 ps 48 43 0 0 5 100 385 0.7 0.7 0.7
10385 20081217 20.50 4 4 ps 48 43 1 1 4 97.7 395 1.06 1.06 0.84
10385 20081217 20.50 8 1 ps 46 42 0 0 6 100 390 0.65 0.65 0.65
10385 20081217 20.50 8 4 ps 46 43 0 0 5 100 410 0.88 0.88 0.79
10385 20091125 21.41 4 1 ps 48 46 0 0 2 100 348 1.07 1.07 1.07
10385 20091125 21.41 4 4 ps 48 47 0 0 1 100 365 1.33 1.33 1.33
10385 20091125 21.41 8 1 ps 47 46 0 0 2 100 348 1.07 1.08 1.05
10385 20091125 21.41 8 4 ps 47 47 0 0 1 100 365 1.33 1.34 1.32
10385 20110129 22.791 4 1 ps 48 44 1 2 3 97.8 345 0.78 0.78 0.77
10385 20110129 22.791 4 4 ps 48 44 1 2 3 97.8 362 0.94 0.94 0.91
10385 20110129 22.791 8 1 ps 47 42 1 1 4 97.7 344 0.82 0.82 0.8
10385 20110129 22.791 8 4 ps 47 42 1 1 4 97.7 361 0.97 0.97 0.94
10385 20120414 23.816 4 1 ps 48 48 0 0 0 100 324 0.37 0.37 0.37
10385 20120414 23.816 4 4 ps 48 48 0 0 0 100 345 0.74 0.74 0.74
10385 20120414 23.816 8 1 ps 47 45 0 0 3 100 323 0.36 0.36 0.34
10385 20120414 23.816 8 4 ps 47 45 0 0 3 100 341 0.74 0.74 0.73
10385 20130323 24.808 4 1 ps 48 48 0 0 0 100 345 1.49 1.49 1.49
10385 20130323 24.808 4 4 ps 48 48 0 0 0 100 359 1.53 1.53 1.52
10385 20130323 24.808 8 1 ps 48 48 0 0 0 100 345 1.49 1.49 1.38
10385 20130323 24.808 8 4 ps 48 48 0 0 0 100 359 1.53 1.53 1.39
